,id,wholesaler_id,retailer_id,buyer_type,shipping_type,order_type,book_time,last_status,last_status_time,anomaly_label
137,3657798,141828,145991.0,retailer,pick-up,otc,6/13/2020 17:00,selesai,6/13/2020 17:00,0
138,3554263,234701,235410.0,retailer,pick-up,app,6/6/2020 17:40,selesai,6/6/2020 17:49,0
139,3554278,54021,7655.0,retailer,pick-up,app,6/6/2020 17:42,pesanan-diterima,6/10/2020 21:15,0
140,3554295,54995,250151.0,retailer,same-day,app,6/6/2020 17:45,selesai,6/17/2020 15:21,0
141,3554314,53923,252137.0,retailer,pick-up,app,6/6/2020 17:48,selesai,6/6/2020 19:29,0
142,3554331,133328,1098591.0,retailer,pick-up,app,6/6/2020 17:50,selesai,6/8/2020 16:15,0
143,3554332,54584,65118.0,retailer,pick-up,otc,6/6/2020 17:50,selesai,6/6/2020 17:50,0
144,3554381,207938,221092.0,retailer,same-day,app,6/6/2020 17:55,selesai,6/22/2020 11:38,0
145,3554395,56571,39928.0,retailer,pick-up,app,6/6/2020 17:56,selesai,6/8/2020 13:47,0
146,3528327,132943,127464.0,retailer,pick-up,otc,6/5/2020 7:58,selesai,6/5/2020 7:58,0
147,3528341,160571,25296.0,retailer,pick-up,app,6/5/2020 7:58,selesai,6/6/2020 18:23,0
148,3528360,146122,71297.0,retailer,pick-up,app,6/5/2020 7:59,selesai,6/5/2020 12:37,0
149,3528410,137074,127902.0,retailer,same-day,app,6/5/2020 8:02,selesai,6/6/2020 1:15,0
150,3528424,56127,28032.0,retailer,pick-up,app,6/5/2020 8:03,selesai,7/4/2020 8:28,0
151,3528427,58187,40180.0,retailer,pick-up,otc,6/5/2020 8:03,selesai,6/5/2020 8:03,0
152,3528441,53834,1106994.0,retailer,pick-up,otc,6/5/2020 8:04,selesai,6/5/2020 8:04,0
153,3499830,134933,175525.0,retailer,pick-up,app,6/3/2020 8:14,selesai,6/4/2020 10:53,0
154,3499848,1147,1225.0,retailer,same-day,app,6/3/2020 8:15,selesai,6/5/2020 18:50,0
155,3499865,57705,145992.0,retailer,pick-up,app,6/3/2020 8:16,selesai,6/4/2020 6:58,0
156,3499897,238758,113289.0,retailer,pick-up,app,6/3/2020 8:18,selesai,6/3/2020 9:01,0
157,3499916,100561,3672.0,retailer,same-day,app,6/3/2020 8:19,selesai,6/6/2020 10:04,0
158,3499933,128793,228034.0,retailer,pick-up,app,6/3/2020 8:20,selesai,6/7/2020 11:36,0
159,3499948,139119,117368.0,retailer,pick-up,app,6/3/2020 8:20,selesai,6/4/2020 7:51,0
160,3499983,55626,33716.0,retailer,next-day,app,6/3/2020 8:22,selesai,7/21/2020 15:40,0
161,3790075,54037,56600.0,retailer,pick-up,app,6/22/2020 5:28,selesai,6/22/2020 13:08,0
162,3790158,57949,34556.0,retailer,pick-up,app,6/22/2020 5:46,selesai,6/28/2020 22:37,0
163,3790175,137594,75765.0,retailer,pick-up,app,6/22/2020 5:50,konfirmasi-perubahan,6/25/2020 17:08,0
164,3648788,54049,,guest,pick-up,otc,6/13/2020 8:57,selesai,6/13/2020 8:57,0
165,3648888,140161,,guest,pick-up,otc,6/13/2020 9:01,selesai,6/13/2020 9:01,0
166,3594290,199030,,guest,pick-up,otc,6/9/2020 16:10,selesai,6/9/2020 16:10,0
167,3626627,57669,,guest,pick-up,otc,6/11/2020 16:53,selesai,6/11/2020 16:53,0
168,3750603,140316,,guest,pick-up,otc,6/19/2020 11:09,selesai,6/19/2020 11:09,0
169,3585194,132943,127781.0,retailer,pick-up,app,6/9/2020 8:46,selesai,6/9/2020 20:14,0
170,3585212,138206,143394.0,retailer,pick-up,app,6/9/2020 8:47,selesai,6/12/2020 15:14,0
171,3585226,57933,30546.0,retailer,same-day,app,6/9/2020 8:47,selesai,6/11/2020 19:05,0
172,3585237,53834,1111668.0,retailer,pick-up,otc,6/9/2020 8:48,selesai,6/9/2020 8:48,0
173,3585269,178815,216277.0,retailer,pick-up,app,6/9/2020 8:49,selesai,6/10/2020 13:33,0
174,3585312,161858,97960.0,retailer,same-day,app,6/9/2020 8:51,pesanan-diterima,6/11/2020 9:00,0
175,3585326,150385,95301.0,retailer,next-day,app,6/9/2020 8:51,selesai,6/10/2020 12:40,0
176,3743294,139137,79533.0,retailer,next-day,app,6/19/2020 1:53,selesai,6/20/2020 16:08,0
177,3743326,152326,74087.0,retailer,pick-up,app,6/19/2020 2:52,selesai,6/20/2020 16:17,0
178,3743337,138995,108990.0,retailer,pick-up,app,6/19/2020 3:25,selesai,6/20/2020 8:24,0
179,3743369,54207,8510.0,retailer,pick-up,app,6/19/2020 4:32,selesai,6/19/2020 19:38,0
180,3688753,54022,5337.0,retailer,pick-up,otc,6/15/2020 22:10,selesai,6/15/2020 22:10,0
181,3688785,150588,1103738.0,retailer,pick-up,otc,6/15/2020 22:16,selesai,6/15/2020 22:16,0
182,3688796,137674,123923.0,retailer,pick-up,app,6/15/2020 22:19,selesai,6/22/2020 8:10,0
183,3688853,143945,171328.0,retailer,pick-up,app,6/15/2020 22:31,selesai,6/16/2020 18:27,0
184,3688885,53912,24013.0,retailer,next-day,app,6/15/2020 22:37,selesai,6/17/2020 12:55,0
185,3657683,155820,,guest,pick-up,otc,6/13/2020 16:53,selesai,6/13/2020 16:53,0
186,3657726,57637,13863.0,retailer,pick-up,otc,6/13/2020 16:55,selesai,6/13/2020 16:55,0
187,3657758,132745,102594.0,retailer,pick-up,app,6/13/2020 16:57,selesai,6/27/2020 16:36,0
188,3657769,148420,84311.0,retailer,same-day,app,6/13/2020 16:58,selesai,6/15/2020 9:59,0
189,3657783,54309,,guest,pick-up,otc,6/13/2020 16:58,selesai,6/13/2020 16:58,0
190,3657801,56909,177446.0,retailer,pick-up,app,6/13/2020 17:01,selesai,7/11/2020 6:28,0
191,3554249,170118,170813.0,retailer,pick-up,app,6/6/2020 17:38,selesai,6/10/2020 13:48,0
192,3554274,141486,114607.0,retailer,pick-up,app,6/6/2020 17:42,selesai,6/9/2020 6:59,0
193,3554292,134671,107274.0,retailer,pick-up,app,6/6/2020 17:44,selesai,6/7/2020 11:43,0
194,3554317,138013,163847.0,retailer,pick-up,app,6/6/2020 17:48,selesai,6/6/2020 22:31,0
195,3554335,147237,74323.0,retailer,next-day,app,6/6/2020 17:51,selesai,6/7/2020 16:35,0
196,3554349,54207,162552.0,retailer,pick-up,app,6/6/2020 17:52,selesai,6/8/2020 10:06,0
197,3554392,54202,36057.0,retailer,pick-up,app,6/6/2020 17:55,selesai,6/14/2020 13:26,0
198,3528338,137039,96139.0,retailer,same-day,app,6/5/2020 7:58,selesai,6/11/2020 8:28,0
199,3528363,142424,116158.0,retailer,pick-up,app,6/5/2020 7:59,pesanan-diterima,6/9/2020 6:47,0
200,3528381,54286,56445.0,retailer,pick-up,app,6/5/2020 8:01,selesai,6/12/2020 12:31,0
201,3528406,139675,144709.0,retailer,pick-up,app,6/5/2020 8:02,selesai,6/6/2020 7:27,0
202,3528438,56574,59832.0,retailer,pick-up,app,6/5/2020 8:04,siap-diambil,6/5/2020 15:10,0
203,3528463,134958,81514.0,retailer,same-day,app,6/5/2020 8:06,selesai,6/7/2020 18:40,0
204,3499833,132935,127977.0,retailer,pick-up,app,6/3/2020 8:14,selesai,6/4/2020 7:39,0
205,3499837,55228,2449.0,retailer,pick-up,app,6/3/2020 8:14,selesai,6/7/2020 21:10,0
206,3499851,54049,1103286.0,retailer,pick-up,app,6/3/2020 8:15,selesai,6/5/2020 16:49,0
207,3499876,55277,47562.0,retailer,pick-up,app,6/3/2020 8:17,selesai,6/5/2020 19:16,0
208,3499894,54029,3413.0,retailer,same-day,app,6/3/2020 8:18,selesai,6/5/2020 17:43,0
209,3499937,143945,174329.0,retailer,pick-up,app,6/3/2020 8:20,selesai,6/4/2020 17:45,0
210,3499951,100561,225065.0,retailer,next-day,app,6/3/2020 8:21,selesai,6/5/2020 10:16,0
211,3499994,57698,65285.0,retailer,same-day,app,6/3/2020 8:23,selesai,6/4/2020 17:39,0
212,3790004,154444,94261.0,retailer,pick-up,app,6/22/2020 5:00,selesai,6/22/2020 15:35,0
213,3790029,57379,45100.0,retailer,same-day,app,6/22/2020 5:12,selesai,7/10/2020 22:51,0
214,3790047,154557,134500.0,retailer,pick-up,otc,6/22/2020 5:20,selesai,6/30/2020 9:30,0
215,3790072,139648,76767.0,retailer,same-day,app,6/22/2020 5:28,selesai,6/23/2020 10:34,0
216,3790090,56945,212721.0,retailer,pick-up,app,6/22/2020 5:32,selesai,7/4/2020 7:28,0
217,3790115,1151,100312.0,retailer,next-day,app,6/22/2020 5:37,selesai,7/30/2020 1:40,0
218,3790147,158702,135023.0,retailer,pick-up,app,6/22/2020 5:43,selesai,6/23/2020 9:28,0
219,3790172,212308,228434.0,retailer,pick-up,app,6/22/2020 5:49,selesai,8/29/2020 16:50,0
220,3648777,135785,,guest,pick-up,otc,6/13/2020 8:56,selesai,6/13/2020 8:56,0
221,3648845,54049,,guest,pick-up,otc,6/13/2020 8:59,selesai,6/13/2020 8:59,0
222,3594279,55081,,guest,pick-up,otc,6/9/2020 16:10,selesai,6/9/2020 16:10,0
223,3626631,220082,,guest,pick-up,otc,6/11/2020 16:53,selesai,6/11/2020 16:53,0
224,3750582,137735,,guest,pick-up,otc,6/19/2020 11:08,selesai,6/19/2020 11:08,0
225,3726882,175330,,guest,pick-up,otc,6/18/2020 8:08,selesai,6/18/2020 8:08,0
226,3585192,133124,110630.0,retailer,pick-up,app,6/9/2020 8:46,selesai,6/9/2020 16:16,0
227,3585203,55696,26784.0,retailer,next-day,app,6/9/2020 8:46,selesai,6/10/2020 16:12,0
228,3585217,202670,780789.0,retailer,pick-up,app,6/9/2020 8:47,selesai,6/9/2020 9:14,0
229,3585235,140253,106693.0,retailer,pick-up,app,6/9/2020 8:48,selesai,6/9/2020 17:24,0
230,3585246,55616,19925.0,retailer,same-day,app,6/9/2020 8:48,konfirmasi-perubahan,6/12/2020 15:47,0
231,3585260,56574,261878.0,retailer,same-day,app,6/9/2020 8:49,selesai,6/11/2020 16:50,0
232,3585278,54038,25987.0,retailer,same-day,app,6/9/2020 8:49,selesai,6/11/2020 7:38,0
233,3585303,162178,178563.0,retailer,same-day,app,6/9/2020 8:50,selesai,6/10/2020 10:56,0
234,3585335,58238,100028.0,retailer,same-day,app,6/9/2020 8:51,selesai,6/10/2020 14:26,0
235,3585346,59125,,guest,pick-up,otc,6/9/2020 8:52,selesai,6/9/2020 8:52,0
236,3743260,54577,36259.0,retailer,pick-up,app,6/19/2020 0:56,selesai,6/19/2020 16:08,0
237,3743303,57600,15275.0,retailer,pick-up,app,6/19/2020 2:02,selesai,6/30/2020 13:47,0
238,3743317,58641,49399.0,retailer,same-day,app,6/19/2020 2:29,selesai,6/20/2020 9:53,0
239,3743346,491660,1102842.0,retailer,pick-up,app,6/19/2020 3:55,selesai,6/20/2020 9:54,0
240,3743360,154376,238058.0,retailer,pick-up,app,6/19/2020 4:23,selesai,6/20/2020 2:29,0
241,3688762,54297,5047.0,retailer,same-day,app,6/15/2020 22:12,selesai,7/13/2020 10:21,0
242,3688776,169334,240711.0,retailer,next-day,app,6/15/2020 22:15,selesai,6/16/2020 12:52,0
243,3688819,64755,151965.0,retailer,pick-up,otc,6/15/2020 22:24,selesai,6/15/2020 22:24,0
244,3688862,66021,9534.0,retailer,pick-up,otc,6/15/2020 22:33,selesai,6/15/2020 22:33,0
245,3688876,131994,118650.0,retailer,pick-up,app,6/15/2020 22:35,selesai,6/17/2020 15:55,0
246,3657624,178815,,guest,pick-up,otc,6/13/2020 16:50,selesai,6/13/2020 16:50,0
247,3657660,137934,123710.0,retailer,pick-up,app,6/13/2020 16:52,selesai,6/14/2020 15:24,0
248,3657692,136309,149625.0,retailer,pick-up,app,6/13/2020 16:53,selesai,6/15/2020 19:57,0
249,3657703,140341,121056.0,retailer,pick-up,app,6/13/2020 16:54,selesai,6/15/2020 11:27,0
250,3657735,58641,41838.0,retailer,pick-up,app,6/13/2020 16:56,selesai,6/16/2020 19:19,0
251,3657760,163890,247319.0,retailer,same-day,app,6/13/2020 16:57,selesai,6/15/2020 14:02,0
252,3657778,66121,31045.0,retailer,pick-up,app,6/13/2020 16:58,selesai,6/14/2020 8:41,0
253,3657792,53834,1115847.0,retailer,pick-up,otc,6/13/2020 17:00,selesai,6/13/2020 17:00,0
254,3657803,140204,1096867.0,retailer,pick-up,app,6/13/2020 17:01,selesai,6/13/2020 17:27,0
255,3554251,140100,226219.0,retailer,pick-up,app,6/6/2020 17:38,siap-diambil,6/7/2020 7:59,0
256,3554269,54815,36725.0,retailer,pick-up,otc,6/6/2020 17:41,selesai,6/6/2020 22:25,0
257,3554294,149436,173591.0,retailer,pick-up,app,6/6/2020 17:44,selesai,6/12/2020 15:45,0
258,3554326,159113,87656.0,retailer,pick-up,app,6/6/2020 17:49,selesai,7/7/2020 14:26,0
259,3554369,139191,105725.0,retailer,pick-up,app,6/6/2020 17:54,selesai,6/15/2020 16:07,0
260,3554394,137720,97031.0,retailer,pick-up,app,6/6/2020 17:56,selesai,6/8/2020 16:18,0
